user_id,signup_date,campaign_source,device_type,country,ab_group
U04187,2025-02-10,Email,mobile,USA,B
U04188,2025-04-22,Meta,tablet,India,B
U04189,2025-06-13,Meta,mobile,UK,B
U04190,2025-05-05,Email,mobile,UK,A
U04191,2025-06-16,Email,desktop,Germany,B
U04192,2025-03-23,Organic,mobile,Germany,B
U04193,2025-02-14,Email,desktop,Canada,B
U04194,2025-05-24,Referral,desktop,USA,B
U04195,2025-06-27,Meta,desktop,Germany,B
U04196,2025-06-07,Email,tablet,India,A
U04197,2025-04-02,Referral,desktop,USA,A
U04198,2025-02-27,Referral,mobile,Canada,A
U04199,2025-06-20,Referral,mobile,UK,B
U04200,2025-05-31,Referral,desktop,Canada,B
U04201,2025-02-14,Organic,desktop,USA,B
U04202,2025-04-07,Referral,mobile,UK,A
U04203,2025-03-20,Organic,desktop,India,A
U04204,2025-06-26,Organic,tablet,UK,B
U04205,2025-03-17,Referral,desktop,UK,B
U04206,2025-02-02,Meta,tablet,India,A
U04207,2025-02-15,Referral,tablet,Germany,A
U04208,2025-01-01,Referral,tablet,Germany,A
U04209,2025-06-29,Referral,desktop,UK,B
U04210,2025-05-27,Meta,tablet,UK,A
U04211,2025-04-11,Google Ads,tablet,Canada,B
U04212,2025-05-26,Google Ads,desktop,Germany,B
U04213,2025-01-09,Organic,tablet,India,B
U04214,2025-02-16,Organic,desktop,UK,A
U04215,2025-06-04,Meta,mobile,UK,A
U04216,2025-03-23,Email,tablet,Canada,A
U04217,2025-06-06,Google Ads,desktop,Canada,A
U04218,2025-02-26,Organic,mobile,Canada,B
U04219,2025-06-13,Google Ads,tablet,USA,B
U04220,2025-05-25,Meta,tablet,India,B
U04221,2025-01-27,Meta,desktop,USA,B
U04222,2025-05-08,Email,mobile,UK,A
U04223,2025-02-06,Email,desktop,Canada,B
U04224,2025-03-26,Meta,tablet,Canada,A
U04225,2025-01-20,Organic,tablet,Canada,B
U04226,2025-03-02,Google Ads,tablet,Germany,A
U04227,2025-03-30,Referral,tablet,India,B
U04228,2025-03-23,Email,mobile,USA,B
U04229,2025-02-12,Referral,mobile,India,A
U04230,2025-06-12,Organic,desktop,Canada,B
U04231,2025-01-23,Email,desktop,UK,A
U04232,2025-06-21,Referral,desktop,Germany,B
U04233,2025-06-13,Organic,tablet,India,A
U04234,2025-03-27,Google Ads,desktop,UK,A
U04235,2025-04-25,Organic,mobile,Canada,A
U04236,2025-01-03,Email,desktop,Canada,A
U04237,2025-03-09,Meta,desktop,Canada,B
U04238,2025-02-23,Google Ads,mobile,Canada,A
U04239,2025-03-05,Referral,mobile,Germany,A
U04240,2025-06-27,Email,tablet,Germany,A
U04241,2025-01-18,Meta,mobile,India,A
U04242,2025-03-31,Organic,mobile,Canada,B
U04243,2025-03-07,Meta,desktop,Germany,A
U04244,2025-01-28,Email,mobile,UK,B
U04245,2025-01-01,Email,tablet,Germany,B
U04246,2025-01-13,Meta,desktop,Germany,A
U04247,2025-04-09,Organic,tablet,India,A
U04248,2025-04-23,Meta,mobile,Germany,A
U04249,2025-04-18,Email,tablet,UK,A
U04250,2025-02-12,Email,tablet,Canada,B
U04251,2025-04-16,Referral,mobile,USA,B
U04252,2025-05-07,Referral,mobile,India,A
U04253,2025-04-07,Google Ads,desktop,UK,A
U04254,2025-03-31,Email,desktop,India,B
U04255,2025-05-20,Referral,desktop,Canada,B
U04256,2025-04-07,Meta,mobile,Germany,A
U04257,2025-01-26,Organic,tablet,Germany,A
U04258,2025-05-03,Meta,tablet,UK,A
U04259,2025-05-28,Organic,desktop,Canada,A
U04260,2025-06-16,Referral,desktop,USA,A
U04261,2025-06-25,Google Ads,mobile,USA,A
U04262,2025-02-27,Meta,tablet,Germany,B
U04263,2025-02-11,Meta,desktop,Canada,B
U04264,2025-04-26,Meta,mobile,Canada,B
U04265,2025-01-19,Organic,desktop,UK,B
U04266,2025-01-09,Referral,mobile,USA,A
U04267,2025-03-17,Meta,tablet,UK,A
U04268,2025-01-06,Meta,mobile,India,B
U04269,2025-03-23,Google Ads,desktop,Canada,A
U04270,2025-03-08,Google Ads,desktop,USA,A
U04271,2025-01-27,Referral,tablet,UK,A
U04272,2025-01-19,Referral,tablet,Germany,B
U04273,2025-03-29,Email,desktop,India,B
U04274,2025-02-13,Google Ads,desktop,UK,B
U04275,2025-04-07,Email,desktop,Germany,B
U04276,2025-02-11,Organic,tablet,USA,B
U04277,2025-01-20,Email,desktop,USA,B
U04278,2025-05-21,Meta,tablet,India,B
U04279,2025-01-24,Email,desktop,Germany,A
U04280,2025-03-28,Referral,mobile,Canada,B
U04281,2025-06-02,Organic,mobile,USA,A
U04282,2025-06-07,Meta,desktop,Canada,A
U04283,2025-05-04,Email,mobile,Canada,B
U04284,2025-06-30,Organic,tablet,UK,A
U04285,2025-01-08,Organic,mobile,UK,A
U04286,2025-04-21,Meta,mobile,USA,B
U04287,2025-06-17,Email,tablet,Canada,A
U04288,2025-02-12,Organic,mobile,UK,B
U04289,2025-06-05,Organic,mobile,Germany,A
U04290,2025-04-22,Google Ads,desktop,Germany,A
U04291,2025-02-10,Organic,tablet,Germany,A
U04292,2025-01-14,Google Ads,tablet,Germany,A
U04293,2025-01-26,Email,desktop,Canada,B
U04294,2025-03-26,Email,desktop,Germany,B
U04295,2025-02-22,Email,mobile,Canada,B
U04296,2025-02-18,Referral,mobile,USA,A
U04297,2025-04-15,Email,mobile,USA,A
U04298,2025-06-28,Organic,desktop,Germany,A
U04299,2025-05-22,Meta,tablet,Germany,A
U04300,2025-05-19,Google Ads,mobile,Germany,B
U04301,2025-03-09,Referral,desktop,USA,A
U04302,2025-06-19,Email,tablet,UK,B
U04303,2025-03-14,Email,desktop,USA,A
U04304,2025-03-18,Meta,mobile,Germany,A
U04305,2025-03-02,Meta,desktop,UK,B
U04306,2025-01-25,Referral,desktop,UK,B
U04307,2025-01-13,Google Ads,desktop,India,B
U04308,2025-04-11,Email,desktop,Canada,B
U04309,2025-05-27,Referral,tablet,Germany,A
U04310,2025-05-21,Organic,mobile,Canada,B
U04311,2025-05-06,Organic,tablet,India,B
U04312,2025-02-09,Referral,desktop,Canada,A
U04313,2025-01-14,Email,desktop,Germany,A
U04314,2025-04-03,Referral,mobile,India,A
U04315,2025-01-01,Email,mobile,Canada,A
U04316,2025-04-20,Meta,tablet,USA,B
U04317,2025-01-23,Referral,tablet,UK,B
U04318,2025-03-17,Email,mobile,India,A
U04319,2025-06-19,Referral,tablet,USA,B
U04320,2025-06-10,Referral,desktop,Germany,B
U04321,2025-06-03,Email,desktop,UK,A
U04322,2025-05-03,Email,mobile,India,B
U04323,2025-02-21,Google Ads,tablet,UK,B
U04324,2025-01-25,Referral,desktop,India,A
U04325,2025-01-07,Organic,mobile,India,B
U04326,2025-02-22,Referral,tablet,Canada,B
U04327,2025-02-13,Referral,desktop,UK,A
U04328,2025-06-13,Email,tablet,UK,B
U04329,2025-03-16,Referral,tablet,USA,A
U04330,2025-01-21,Referral,tablet,Germany,A
U04331,2025-05-02,Organic,mobile,USA,A
U04332,2025-01-30,Email,desktop,Canada,A
U04333,2025-03-20,Referral,mobile,India,A
U04334,2025-04-12,Meta,desktop,Canada,A
U04335,2025-05-01,Google Ads,desktop,Canada,B
U04336,2025-05-06,Organic,mobile,USA,A
U04337,2025-06-19,Referral,mobile,India,B
U04338,2025-03-09,Meta,desktop,Germany,A
U04339,2025-01-24,Referral,desktop,Canada,A
U04340,2025-06-14,Referral,desktop,Germany,A
U04341,2025-05-20,Email,tablet,India,B
U04342,2025-04-10,Email,desktop,India,B
U04343,2025-02-17,Email,mobile,USA,A
U04344,2025-04-05,Meta,mobile,UK,B
U04345,2025-04-08,Referral,mobile,USA,A
U04346,2025-04-05,Google Ads,desktop,Germany,A
U04347,2025-02-17,Organic,desktop,USA,B
U04348,2025-04-25,Email,tablet,India,A
U04349,2025-01-12,Email,tablet,Canada,A
U04350,2025-03-09,Referral,mobile,UK,B
U04351,2025-04-23,Referral,tablet,India,A
U04352,2025-04-30,Meta,tablet,Canada,A
U04353,2025-03-09,Meta,mobile,Germany,B
U04354,2025-02-27,Email,desktop,Germany,B
U04355,2025-03-10,Referral,tablet,Germany,A
U04356,2025-05-25,Google Ads,desktop,USA,A
U04357,2025-01-16,Organic,mobile,Germany,B
U04358,2025-02-08,Referral,mobile,Germany,B
U04359,2025-06-28,Referral,tablet,USA,A
U04360,2025-06-20,Meta,mobile,Canada,B
U04361,2025-01-25,Organic,mobile,India,B
U04362,2025-01-22,Email,mobile,UK,B
U04363,2025-06-21,Referral,tablet,Germany,A
U04364,2025-03-30,Email,tablet,Germany,A
U04365,2025-05-19,Referral,tablet,Germany,A
U04366,2025-04-16,Email,mobile,USA,A
U04367,2025-05-31,Organic,desktop,USA,A
U04368,2025-02-28,Meta,mobile,USA,B
U04369,2025-05-22,Organic,tablet,UK,B
U04370,2025-01-16,Google Ads,desktop,India,B
U04371,2025-04-10,Meta,desktop,Germany,A
U04372,2025-05-14,Organic,tablet,Canada,A
U04373,2025-04-18,Google Ads,desktop,Germany,B
U04374,2025-05-18,Referral,desktop,Germany,B
U04375,2025-06-25,Referral,tablet,Germany,B
U04376,2025-05-02,Email,desktop,Germany,B
U04377,2025-05-27,Meta,desktop,India,A
U04378,2025-03-02,Referral,tablet,Canada,A
U04379,2025-05-02,Meta,desktop,USA,B
U04380,2025-03-18,Referral,desktop,Canada,A
U04381,2025-01-21,Email,desktop,Germany,A
U04382,2025-04-12,Organic,desktop,Canada,A
U04383,2025-01-09,Email,tablet,Germany,A
U04384,2025-05-09,Google Ads,mobile,Canada,B
U04385,2025-05-27,Referral,mobile,UK,B
U04386,2025-05-13,Google Ads,desktop,Canada,A
U04387,2025-05-27,Google Ads,tablet,USA,B
U04388,2025-06-23,Meta,tablet,USA,A
U04389,2025-06-08,Referral,desktop,Canada,B
U04390,2025-02-07,Google Ads,mobile,Canada,B
U04391,2025-01-31,Organic,desktop,India,B
U04392,2025-04-25,Google Ads,tablet,Canada,B
U04393,2025-02-14,Organic,tablet,USA,B
U04394,2025-02-12,Meta,mobile,UK,B
U04395,2025-02-24,Google Ads,tablet,USA,B
U04396,2025-02-19,Email,tablet,India,A
U04397,2025-02-02,Meta,tablet,Canada,B
U04398,2025-01-11,Organic,mobile,UK,A
U04399,2025-04-19,Meta,tablet,USA,B
U04400,2025-01-21,Google Ads,desktop,UK,B
U04401,2025-06-24,Referral,mobile,Germany,B
U04402,2025-04-22,Referral,desktop,USA,A
U04403,2025-02-21,Organic,desktop,Germany,A
U04404,2025-06-10,Organic,mobile,UK,A
U04405,2025-02-07,Referral,desktop,Canada,A
U04406,2025-06-02,Organic,mobile,Canada,A
U04407,2025-03-08,Meta,desktop,Canada,B
U04408,2025-03-23,Email,mobile,Germany,A
U04409,2025-01-18,Email,tablet,Canada,A
U04410,2025-01-23,Meta,tablet,India,A
U04411,2025-04-10,Email,desktop,USA,B
U04412,2025-05-23,Google Ads,tablet,USA,B
U04413,2025-04-12,Meta,mobile,UK,B
U04414,2025-05-22,Organic,desktop,Germany,A
U04415,2025-03-25,Meta,tablet,USA,B
U04416,2025-03-12,Referral,tablet,Germany,A
U04417,2025-05-14,Organic,desktop,UK,B
U04418,2025-04-28,Referral,tablet,Canada,B
U04419,2025-01-04,Organic,tablet,UK,B
U04420,2025-06-29,Email,desktop,India,B
U04421,2025-06-09,Meta,tablet,Canada,B
U04422,2025-05-31,Google Ads,tablet,Canada,A
U04423,2025-05-14,Organic,tablet,Canada,A
U04424,2025-04-18,Organic,tablet,UK,B
U04425,2025-01-29,Referral,desktop,India,A
U04426,2025-04-17,Email,mobile,Germany,B
U04427,2025-02-08,Referral,mobile,UK,B
U04428,2025-02-07,Referral,tablet,USA,B
U04429,2025-05-26,Email,tablet,USA,B
U04430,2025-05-31,Google Ads,mobile,UK,B
U04431,2025-05-30,Referral,tablet,Germany,B
U04432,2025-01-26,Referral,mobile,USA,B
U04433,2025-01-28,Organic,desktop,Germany,A
U04434,2025-05-25,Email,desktop,Canada,A
U04435,2025-01-26,Meta,desktop,UK,B
U04436,2025-03-15,Google Ads,desktop,Canada,A
U04437,2025-05-18,Google Ads,desktop,USA,B
U04438,2025-03-30,Email,desktop,Germany,A
U04439,2025-04-16,Organic,mobile,Canada,A
U04440,2025-03-09,Organic,tablet,USA,B
U04441,2025-04-09,Email,mobile,India,B
U04442,2025-06-17,Organic,desktop,Canada,A
U04443,2025-05-05,Google Ads,tablet,India,B
U04444,2025-05-27,Google Ads,tablet,India,A
U04445,2025-06-05,Meta,desktop,USA,B
U04446,2025-05-02,Email,desktop,UK,A
U04447,2025-01-10,Referral,desktop,Germany,A
U04448,2025-02-14,Referral,desktop,USA,A
U04449,2025-03-12,Meta,desktop,Canada,B
U04450,2025-04-14,Meta,desktop,Germany,A
U04451,2025-02-06,Organic,tablet,UK,B
U04452,2025-06-08,Meta,desktop,USA,B
U04453,2025-06-05,Meta,desktop,UK,B
U04454,2025-06-24,Referral,tablet,Canada,B
U04455,2025-06-27,Organic,mobile,USA,B
U04456,2025-04-13,Meta,desktop,Canada,A
U04457,2025-01-10,Meta,tablet,Germany,B
U04458,2025-04-12,Organic,tablet,Germany,B
U04459,2025-03-26,Email,mobile,UK,A
U04460,2025-06-26,Organic,desktop,UK,A
U04461,2025-03-02,Referral,desktop,Germany,B
U04462,2025-01-13,Email,desktop,India,B
U04463,2025-05-02,Google Ads,tablet,Germany,B
U04464,2025-03-10,Organic,desktop,USA,A
U04465,2025-04-06,Referral,desktop,Canada,B
U04466,2025-01-06,Email,desktop,Germany,B
U04467,2025-03-28,Organic,desktop,Germany,A
U04468,2025-03-19,Meta,mobile,Canada,A
U04469,2025-03-21,Organic,mobile,Canada,A
U04470,2025-03-13,Google Ads,mobile,USA,B
U04471,2025-05-06,Organic,desktop,Canada,B
U04472,2025-06-28,Email,desktop,UK,B
U04473,2025-06-25,Email,tablet,Germany,A
U04474,2025-01-26,Organic,tablet,Canada,A
U04475,2025-02-28,Email,tablet,USA,B
U04476,2025-02-04,Meta,desktop,Canada,A
U04477,2025-03-18,Organic,mobile,Germany,A
U04478,2025-04-24,Meta,mobile,India,A
U04479,2025-03-24,Meta,mobile,Canada,A
U04480,2025-03-10,Referral,desktop,UK,B
U04481,2025-04-17,Organic,mobile,Germany,B
U04482,2025-06-04,Email,tablet,USA,A
U04483,2025-06-15,Meta,tablet,Germany,A
U04484,2025-01-23,Referral,mobile,India,A
U04485,2025-02-18,Organic,tablet,USA,A
U04486,2025-04-24,Organic,mobile,India,A
U04487,2025-02-24,Google Ads,mobile,India,B
U04488,2025-04-15,Google Ads,tablet,UK,A
U04489,2025-05-05,Meta,tablet,Canada,B
U04490,2025-05-13,Google Ads,tablet,UK,B
U04491,2025-04-06,Meta,tablet,UK,A
U04492,2025-01-15,Email,mobile,UK,B
U04493,2025-05-12,Meta,tablet,USA,A
U04494,2025-02-10,Google Ads,tablet,Canada,A
U04495,2025-01-17,Email,desktop,Canada,A
U04496,2025-03-21,Google Ads,tablet,USA,B
U04497,2025-05-10,Meta,tablet,UK,B
U04498,2025-04-14,Referral,mobile,UK,B
U04499,2025-02-04,Organic,mobile,India,A
U04500,2025-05-15,Google Ads,desktop,India,B
U04501,2025-05-26,Meta,tablet,Germany,B
U04502,2025-01-08,Email,tablet,India,B
U04503,2025-02-14,Google Ads,tablet,Canada,A
U04504,2025-02-19,Google Ads,tablet,USA,B
U04505,2025-02-21,Organic,tablet,UK,A
U04506,2025-01-15,Meta,tablet,Germany,B
U04507,2025-03-05,Referral,desktop,India,B
U04508,2025-01-09,Email,tablet,Germany,B
U04509,2025-04-27,Meta,tablet,USA,A
U04510,2025-01-13,Email,tablet,USA,A
U04511,2025-04-03,Google Ads,desktop,Germany,B
U04512,2025-06-30,Organic,tablet,Germany,B
U04513,2025-02-20,Organic,desktop,Germany,A
U04514,2025-03-12,Referral,mobile,UK,A
U04515,2025-04-05,Organic,tablet,Canada,B
U04516,2025-04-29,Google Ads,desktop,India,B
U04517,2025-05-10,Referral,mobile,India,A
U04518,2025-04-12,Meta,desktop,India,B
U04519,2025-06-12,Organic,desktop,Germany,A
U04520,2025-02-01,Referral,mobile,Germany,B
U04521,2025-06-24,Google Ads,tablet,Germany,B
U04522,2025-01-08,Email,tablet,UK,B
U04523,2025-03-03,Email,desktop,UK,B
U04524,2025-04-06,Google Ads,mobile,UK,A
U04525,2025-05-06,Google Ads,tablet,UK,B
U04526,2025-06-02,Email,desktop,USA,B
U04527,2025-04-25,Referral,mobile,UK,B
U04528,2025-02-15,Email,desktop,UK,B
U04529,2025-05-02,Google Ads,mobile,UK,B
U04530,2025-05-31,Organic,tablet,India,B
U04531,2025-05-22,Meta,tablet,India,A
U04532,2025-03-31,Organic,desktop,India,B
U04533,2025-03-30,Organic,tablet,Canada,A
U04534,2025-02-11,Google Ads,tablet,USA,A
U04535,2025-03-08,Email,mobile,Germany,A
U04536,2025-06-26,Referral,tablet,UK,A
U04537,2025-01-24,Organic,mobile,India,B
U04538,2025-03-14,Email,mobile,USA,B
U04539,2025-01-08,Referral,desktop,UK,B
U04540,2025-04-09,Organic,mobile,Canada,A
U04541,2025-01-13,Referral,tablet,Germany,B
U04542,2025-02-11,Email,mobile,UK,A
U04543,2025-05-27,Meta,mobile,Germany,A
U04544,2025-02-24,Email,desktop,UK,B
U04545,2025-02-26,Google Ads,tablet,Canada,A
U04546,2025-06-15,Referral,tablet,USA,A
U04547,2025-02-27,Meta,tablet,Germany,A
U04548,2025-06-23,Referral,mobile,Germany,A
U04549,2025-02-22,Referral,tablet,USA,B
U04550,2025-03-10,Organic,tablet,Germany,A
U04551,2025-06-16,Google Ads,mobile,India,A
U04552,2025-04-15,Referral,desktop,USA,A
U04553,2025-05-12,Email,desktop,Canada,B
U04554,2025-01-06,Email,mobile,UK,B
U04555,2025-06-24,Organic,desktop,UK,A
U04556,2025-01-03,Google Ads,desktop,USA,B
U04557,2025-05-02,Google Ads,desktop,India,B
U04558,2025-02-03,Email,tablet,Canada,B
U04559,2025-06-15,Meta,desktop,UK,B
U04560,2025-02-14,Organic,tablet,UK,A
U04561,2025-06-03,Organic,desktop,India,A
U04562,2025-01-03,Email,tablet,Germany,B
U04563,2025-02-27,Email,mobile,USA,B
U04564,2025-03-06,Meta,mobile,India,B
U04565,2025-06-05,Meta,desktop,India,B
U04566,2025-03-20,Google Ads,tablet,India,B
U04567,2025-06-14,Organic,mobile,India,B
U04568,2025-03-12,Organic,mobile,Germany,B
U04569,2025-04-19,Email,mobile,Canada,A
U04570,2025-04-07,Google Ads,mobile,India,A
U04571,2025-03-31,Organic,desktop,India,B
U04572,2025-04-28,Google Ads,tablet,USA,B
U04573,2025-03-06,Google Ads,mobile,UK,A
U04574,2025-02-25,Email,desktop,Germany,A
U04575,2025-04-30,Google Ads,mobile,India,B
U04576,2025-03-19,Meta,mobile,Canada,A
U04577,2025-06-23,Meta,mobile,Canada,A
U04578,2025-05-14,Referral,mobile,Canada,B
U04579,2025-06-09,Email,desktop,USA,A
U04580,2025-04-12,Referral,tablet,Canada,B
U04581,2025-05-30,Meta,desktop,USA,A
U04582,2025-01-27,Referral,desktop,Germany,B
U04583,2025-01-02,Email,desktop,Canada,A
U04584,2025-05-11,Email,mobile,UK,A
U04585,2025-06-19,Google Ads,tablet,India,B
U04586,2025-04-06,Organic,mobile,Germany,A
U04587,2025-05-24,Google Ads,desktop,UK,A
U04588,2025-06-15,Email,mobile,Germany,B
U04589,2025-06-02,Meta,tablet,Canada,A
U04590,2025-06-05,Meta,tablet,Germany,A
U04591,2025-03-14,Google Ads,mobile,Germany,B
U04592,2025-03-18,Email,desktop,Germany,B
U04593,2025-06-25,Meta,mobile,USA,B
U04594,2025-01-28,Email,desktop,UK,B
U04595,2025-05-04,Meta,tablet,Canada,B
U04596,2025-01-17,Email,mobile,India,B
U04597,2025-03-28,Referral,tablet,Canada,B
U04598,2025-03-12,Email,desktop,Canada,B
U04599,2025-06-13,Email,desktop,USA,A
U04600,2025-03-25,Google Ads,mobile,USA,A
U04601,2025-03-12,Referral,mobile,Germany,B
U04602,2025-03-08,Organic,mobile,Canada,A
U04603,2025-06-17,Google Ads,tablet,UK,B
U04604,2025-06-16,Organic,desktop,USA,A
U04605,2025-03-18,Meta,desktop,USA,A
U04606,2025-02-18,Organic,tablet,UK,B
U04607,2025-02-08,Email,mobile,USA,A
U04608,2025-05-13,Organic,mobile,UK,A
U04609,2025-03-03,Google Ads,tablet,India,A
U04610,2025-01-15,Google Ads,desktop,UK,B
U04611,2025-06-03,Organic,desktop,India,A
U04612,2025-04-14,Google Ads,desktop,Germany,A
U04613,2025-06-19,Google Ads,desktop,Germany,B
U04614,2025-03-23,Organic,tablet,USA,A
U04615,2025-06-24,Referral,desktop,UK,A
U04616,2025-02-05,Referral,tablet,USA,A
U04617,2025-01-07,Meta,mobile,UK,A
U04618,2025-06-17,Google Ads,tablet,USA,B
U04619,2025-05-08,Organic,desktop,Germany,B
U04620,2025-03-17,Google Ads,mobile,Germany,B
U04621,2025-03-08,Email,tablet,USA,A
U04622,2025-04-18,Google Ads,tablet,UK,B
U04623,2025-04-14,Google Ads,tablet,Canada,A
U04624,2025-04-10,Referral,mobile,UK,A
U04625,2025-01-10,Organic,tablet,USA,B
U04626,2025-05-30,Google Ads,desktop,UK,B
U04627,2025-05-27,Referral,mobile,India,B
U04628,2025-02-18,Meta,mobile,UK,A
U04629,2025-03-29,Referral,tablet,Germany,A
U04630,2025-02-26,Referral,desktop,Germany,A
U04631,2025-06-25,Referral,mobile,India,A
U04632,2025-05-17,Google Ads,tablet,UK,B
U04633,2025-06-13,Google Ads,desktop,Canada,B
U04634,2025-05-02,Meta,tablet,UK,A
U04635,2025-06-21,Email,tablet,Germany,A
U04636,2025-04-02,Email,mobile,Germany,B
U04637,2025-05-10,Email,mobile,USA,B
U04638,2025-03-18,Meta,tablet,Germany,A
U04639,2025-02-13,Email,mobile,USA,B
U04640,2025-06-18,Email,mobile,Germany,A
U04641,2025-05-23,Referral,desktop,Germany,A
U04642,2025-02-16,Google Ads,desktop,Canada,A
U04643,2025-03-17,Google Ads,tablet,USA,A
U04644,2025-01-25,Referral,tablet,USA,B
U04645,2025-05-01,Referral,tablet,Germany,B
U04646,2025-02-02,Referral,tablet,USA,A
U04647,2025-03-08,Google Ads,desktop,Germany,A
U04648,2025-05-24,Email,mobile,Germany,A
U04649,2025-02-16,Referral,desktop,UK,A
U04650,2025-06-24,Meta,tablet,USA,A
U04651,2025-03-27,Referral,tablet,India,B
U04652,2025-06-17,Organic,desktop,USA,A
U04653,2025-01-23,Referral,desktop,USA,B
U04654,2025-02-26,Google Ads,tablet,Canada,A
U04655,2025-04-01,Referral,mobile,India,A
U04656,2025-02-27,Organic,tablet,India,A
U04657,2025-03-20,Meta,desktop,Canada,A
U04658,2025-04-18,Email,tablet,Canada,B
U04659,2025-03-26,Referral,tablet,USA,B
U04660,2025-04-06,Organic,mobile,UK,B
U04661,2025-03-08,Organic,tablet,Canada,A
U04662,2025-05-30,Meta,tablet,India,B
U04663,2025-03-17,Google Ads,tablet,India,A
U04664,2025-04-29,Referral,desktop,USA,A
U04665,2025-01-31,Organic,desktop,UK,B
U04666,2025-05-01,Meta,mobile,Germany,A
U04667,2025-01-14,Email,tablet,Canada,A
U04668,2025-06-12,Organic,desktop,Canada,B
U04669,2025-05-30,Meta,mobile,USA,B
U04670,2025-05-29,Google Ads,tablet,UK,A
U04671,2025-06-08,Google Ads,mobile,India,B
U04672,2025-01-19,Organic,mobile,India,B
U04673,2025-05-01,Organic,mobile,Germany,B
U04674,2025-02-19,Referral,mobile,India,A
U04675,2025-05-09,Meta,mobile,Canada,A
U04676,2025-01-31,Organic,mobile,Germany,B
U04677,2025-06-24,Referral,mobile,UK,A
U04678,2025-04-08,Referral,tablet,Germany,A
U04679,2025-05-16,Organic,tablet,UK,B
U04680,2025-03-18,Google Ads,mobile,India,B
U04681,2025-04-16,Meta,tablet,USA,B
U04682,2025-01-14,Meta,mobile,Germany,A
U04683,2025-02-08,Google Ads,tablet,Germany,A
U04684,2025-02-05,Organic,desktop,Canada,A
U04685,2025-02-21,Meta,mobile,Canada,A
U04686,2025-03-29,Organic,desktop,UK,B
U04687,2025-04-15,Organic,mobile,USA,B
U04688,2025-05-26,Referral,mobile,Canada,B
U04689,2025-04-28,Google Ads,desktop,Canada,B
U04690,2025-02-06,Organic,desktop,India,B
U04691,2025-03-22,Email,desktop,India,A
U04692,2025-02-16,Google Ads,mobile,Canada,B
U04693,2025-01-21,Meta,desktop,UK,A
U04694,2025-05-05,Referral,desktop,USA,A
U04695,2025-03-27,Meta,tablet,Canada,B
U04696,2025-06-11,Meta,tablet,UK,A
U04697,2025-02-15,Google Ads,desktop,UK,A
U04698,2025-03-22,Meta,desktop,Canada,B
U04699,2025-06-12,Organic,desktop,UK,A
U04700,2025-01-15,Meta,desktop,Germany,B
U04701,2025-01-02,Referral,tablet,UK,B
U04702,2025-04-26,Referral,mobile,Canada,A
U04703,2025-03-12,Email,desktop,UK,A
U04704,2025-02-23,Referral,desktop,Canada,B
U04705,2025-02-13,Meta,tablet,India,A
U04706,2025-05-28,Referral,desktop,Canada,B
U04707,2025-02-10,Google Ads,desktop,UK,B
U04708,2025-05-06,Referral,tablet,Canada,B
U04709,2025-01-23,Organic,desktop,USA,B
U04710,2025-02-03,Google Ads,desktop,Canada,B
U04711,2025-06-07,Email,tablet,Canada,B
U04712,2025-04-22,Organic,mobile,USA,A
U04713,2025-06-12,Meta,desktop,USA,B
U04714,2025-04-20,Meta,desktop,USA,A
U04715,2025-04-14,Meta,mobile,Germany,A
U04716,2025-04-20,Organic,tablet,Canada,A
U04717,2025-05-03,Organic,mobile,USA,B
U04718,2025-04-09,Organic,desktop,USA,B
U04719,2025-01-02,Google Ads,mobile,India,A
U04720,2025-01-10,Google Ads,tablet,Germany,B
U04721,2025-05-17,Meta,desktop,Canada,A
U04722,2025-02-21,Referral,tablet,UK,B
U04723,2025-04-06,Meta,tablet,Germany,B
U04724,2025-01-04,Email,mobile,Germany,B
U04725,2025-03-24,Google Ads,mobile,India,A
U04726,2025-05-16,Organic,tablet,Canada,A
U04727,2025-02-18,Google Ads,tablet,Canada,A
U04728,2025-01-05,Organic,desktop,USA,B
U04729,2025-06-23,Email,tablet,USA,B
U04730,2025-01-02,Email,tablet,Germany,A
U04731,2025-06-10,Google Ads,mobile,India,A
U04732,2025-03-05,Organic,tablet,Canada,A
U04733,2025-02-27,Email,tablet,India,B
U04734,2025-06-27,Meta,mobile,UK,A
U04735,2025-03-30,Meta,desktop,Canada,B
U04736,2025-03-21,Organic,mobile,USA,B
U04737,2025-02-03,Google Ads,mobile,Germany,A
U04738,2025-01-27,Email,tablet,India,B
U04739,2025-04-09,Google Ads,tablet,USA,B
U04740,2025-05-09,Meta,desktop,Germany,B
U04741,2025-05-31,Email,tablet,USA,B
U04742,2025-03-20,Google Ads,desktop,Canada,A
U04743,2025-02-12,Referral,desktop,India,B
U04744,2025-01-17,Organic,desktop,UK,A
U04745,2025-01-12,Organic,desktop,USA,B
U04746,2025-03-18,Referral,tablet,India,A
U04747,2025-03-16,Meta,mobile,Canada,B
U04748,2025-04-27,Email,mobile,USA,A
U04749,2025-05-14,Organic,tablet,Canada,B
U04750,2025-06-02,Referral,tablet,UK,A
U04751,2025-05-15,Referral,desktop,UK,A
U04752,2025-03-28,Meta,tablet,Germany,A
U04753,2025-04-22,Meta,mobile,Germany,B
U04754,2025-06-25,Google Ads,tablet,Germany,B
U04755,2025-02-04,Organic,tablet,Canada,A
U04756,2025-03-29,Google Ads,desktop,Germany,B
U04757,2025-05-06,Referral,desktop,India,A
